Handle,LevDistance,LevMatchCount,IntersectionalityScore,DDNADistance,DDNAGrantsDonated,APUScore,SADScore,GrantOwner,IPsSharedRatio,IPsUsedCount,IPsSharedCount,MetaRank_Loki,MetaRank_Thor
loosepiece,3,0,4,0.33,2,0,0,0,0,1,0,0.69907801824744,0.7238660181925479
theunity,3,0,3,0,2,0,0,0,0,6,0,0.5093002067944641,0.549720871234475
stephensrichardd467,8,0,1,0.12,12,0.1,1,0,1,3,3,0.5083540158597863,0.5488526213684431
tylerharries18,4,0,1,0.45,18,0.04,1,0,0,3,0,0.669398669788604,0.6966314618478799
weizheng9891,4,0,1,0,8,0.08,1,0,0,1,0,0.5886028345071399,0.6224910631312618
brianzzl,3,0,5,0.24,19,0.08,0,0,0,4,0,0.7883248909200783,0.8057613126852662
miguelmtzinf,4,0,3,0.45,18,0,0,0,0,28,0,0.7129641094255031,0.7366082632967719
adamstallard,4,0,3,0.64,8,0.13,0,0,0,2,0,0.8236684487827955,0.8381934976224876
edoubledown,2,0,2,0.67,1,0,1,0,0,1,0,0.5202516276516909,0.5597701851135847
aisowo,2,0,2,0.12,12,0,1,0,0.75,4,3,0.3687575884697764,0.42075524171940604
mala324,2,0,2,0,1,0.1,1,0,0,1,0,0.47833463003380045,0.52130603772817
dibleamedina,4,0,0,0,1,0,1,0,0,1,0,0.42870395866328354,0.47576361897397285
gongdao064874930,6,0,0,0,11,0,0.02,0,0,3,0,0.5552699323806127,0.5919039091593578
parapazi,2,0,NA,0,6,0,1,0,1,1,1,0.4032972536438515,0.3169044178995136
0xgabi,2,0,2,0.69,13,0,0,1,0.01,115,1,0.5846184836181454,0.6188349172110187
grizzlysamurai,5,0,1,0.25,5,0,1,0,0,1,0,0.615280983595045,0.6469716394321103
harun7310,2,0,2,0.42,13,0,0,0,0.23,22,5,0.4689965386413659,0.5127371577026651
daniel886353,4,0,1,0,2,0.11,1,0,0,1,0,0.5621002481903175,0.5981715878797745
ryanscottcausecast,9,0,NA,0.25,4,0.1,0,0,1,1,1,0.7285263630601145,0.6153432639411761
hangchuang561578,6,0,0,0,11,0,0.02,0,0,3,0,0.5552699323806127,0.5919039091593578
qiao702603937,5,0,0,0,11,0,0.02,0,0,3,0,0.5451501246495675,0.582617705514065
tongchui8629170,7,0,0,0,11,0,0.02,0,0,3,0,0.5601394892416982,0.596372343528486
huangyi570012960,6,0,0,0,11,0,0.02,0,0,3,0,0.5552699323806127,0.5919039091593578
wangjiye063728860,8,0,0,0,11,0,0.02,0,0,3,0,0.5626047601535342,0.5986345414216235
interestellarh,3,0,1,0,1,0,1,0,0.83,6,5,0.20590556201339083,0.27131790833180713
empatim,1,1,4,0,2,0.08,0,0,0,4,0,0.46048451628760506,0.5049263005094184
laoji9257654,6,0,0,0,11,0,0.02,0,0,3,0,0.5552699323806127,0.5919039091593578
huapu32304,4,0,0,0,11,0,0.02,0,0,3,0,0.5250398712293275,0.5641640042598509
xzcsad857,3,0,0,0,1,0,1,0,0,1,0,0.3932217986128693,0.4432042489977819
weina541638962,7,0,0,0,11,0,0.02,0,0,3,0,0.5601394892416982,0.596372343528486
0xbenja,1,2,0,0,14,0.1,1,0,0,3,0,0.37048549574306483,0.42234081520522576
priyanggane,3,0,3,0,10,0,0,0,0.5,2,1,0.5074096729542779,0.547986067302931
lordrike,2,0,1,0.33,14,0,1,0,0.67,3,2,0.40340628736483974,0.45254980566126046
day-sanchez,3,0,0,0.57,6,0,1,0,0,6,0,0.48801830288089265,0.5301920324508388
alf200-200,4,0,2,0.67,1,0,0,0,0,11,0,0.58805396984386,0.6219874103769425
hothiennfr3418,6,0,0,0,1,0,1,0,0,1,0,0.45893401981456877,0.5035035238734797
segunbvmc,4,0,3,0.33,1,0,0,0,0.26,35,9,0.45297227771443144,0.4980328713972718
rlstnght,4,0,0,0,12,0.11,1,0,0,1,0,0.6057932018398978,0.6382653995645184
williamtucker3,4,0,1,0.17,4,0.1,1,0,0,3,0,0.5871484355509068,0.6211564681223418
sherry-chan-dev,5,0,2,0.44,5,0,1,0,0,1,0,0.6624389919370487,0.6902450770910916
moid0786,3,0,3,0.25,26,0.1,0,0,0.03,37,1,0.6487340076175763,0.6776690204377879
princevan700,4,0,1,0.4,22,0.08,1,0,0,9,0,0.656057747215482,0.684389477896936
vijaybahuguna96,7,0,3,0.36,17,0.1,0,0,0,13,0,0.8173426449363077,0.8323887724439198
lala131a1,3,0,2,0,1,0,1,0,0,1,0,0.45402935039926673,0.4990028692944792
adityashrma,3,0,4,0.06,45,0.11,1,0,0,14,0,0.6693339887676787,0.6965721088296941
osita09,2,0,0,0,1,0.05,1,0,0,1,0,0.3932014702920071,0.44318559519206635
jennefersaniger,6,0,0,0,4,0.06,1,0,0,1,0,0.5472162212608364,0.5845136104949703
alex02020,2,0,0,0,3,0.11,1,0,0,1,0,0.4637924885006385,0.5079617834394905
pinigeliai,4,0,0,0.5,17,0,1,0,0,1,0,0.6472796086613432,0.6763344254288679
calmanchen,3,0,4,0.14,24,0.13,1,0,0.69,26,18,0.5243690366408743,0.5635484286712386
kingmatics,2,0,1,0.55,5,0.11,0,0,0.91,34,31,0.4276838465618341,0.47482753708715736
lospolosssss,4,0,0,0,7,0,1,0,0.5,2,1,0.35812772468800647,0.41100099713070554
bsmtr,2,0,3,0,10,0,1,0,0.33,3,1,0.3827785857771979,0.43362128026156027
nasxv,2,0,3,0,12,0,0,0,0,1,0,0.6141019409850365,0.6458897187006098
hipodid,2,0,2,0.18,27,0.1,1,0,1,1,1,0.5401955584466945,0.5780712643210354
laureldenton,4,0,NA,0.45,7,0,1,0,1,1,1,0.5905229368140347,0.4887076643400284
gwilldan,2,0,2,0,14,0,0,0,0.92,99,91,0.3196425172374921,0.37568595131017546
mesavi,2,0,4,0,2,0,1,0,0.4,5,2,0.3053221392046452,0.36254519308384714
woleiayua1,4,0,2,0,1,0,1,0,0,1,0,0.48951151044968094,0.5315622392706701
jshaked,2,0,1,0.8,3,0,0,0,0,1,0,0.6019123405843838,0.63470421847337255
egullerr,3,0,3,0.46,9,0.25,0,0,0,16,0,0.7541788559590624,0.7744280064847412
mhmtysrkoca,5,0,4,0.25,6,0,1,0,0,7,0,0.6304477589874279,0.6608890742964124
parsonsal,3,0,0,0,11,0,1,0,0,1,0,0.4867505548707581,0.5290287132943977
xzcs4340,3,0,0,0,1,0,1,0,0,1,0,0.3932217986128693,0.4432042489977819
anshitraj,3,0,2,0.06,48,0.1,0,0,0,2,0,0.7319101044690889,0.7539936102236422
billionaira,2,0,3,0.31,33,0.1,0,0,0.94,86,81,0.5283201230048216,0.567174050182129
tbusa,2,0,3,0.31,34,0.13,0,0,0,8,0,0.7426526980301857,0.7638512986440379
amit754,1,1,4,0.18,8,0.05,1,0,0,26,0,0.4546003914125781,0.49952687165503346
kotaro6,1,1,1,0.53,9,0.16,0,0,0,3,0,0.5900535374050344,0.6238222665391425
eamonn463,2,0,1,0,3,0.11,1,0,0,1,0,0.4962826893259683,0.5377756523744599
xzs77673,3,0,0,0,1,0,1,0,1,1,1,0.2601932668905246,0.3211337443953793
mettahead,3,0,5,0.64,38,0.11,0,1,0.38,8,3,0.7816183930647161,0.7996072525996621
owaresam,3,0,4,0.12,4,0,0,0,0.04,25,1,0.5031056130189959,0.5440365478927983
ib115599,4,0,0,0.17,16,0.11,1,0,0,1,0,0.6856206698366527,0.7115171988088698
skonto11,2,0,2,0.5,3,0,1,0,0,6,0,0.479829685631758,0.5226779403485209
dmakinde14,4,0,3,0.44,7,0,1,0,0.62,8,5,0.4665885566337779,0.5105275296256351
mmatous,2,0,3,0.79,7,0.29,0,0,0,6,0,0.7281863256929647,0.7505765721766617
zhufuaa1,3,0,2,0,1,0,1,0,0,1,0,0.45402935039926673,0.4990028692944792
olaoluwa72,2,0,1,0.25,2,0.23,1,0,0.5,2,1,0.4570323977993669,0.5017585451388182
oswald18,3,0,3,0.66,24,0,0,0,0,10,0,0.7064109979911923,0.7305949546542941
tylerrmendez3,5,0,1,0.33,2,0,1,0,0,1,0,0.5976637215241806,0.6308055730788276
bchh150,2,0,1,0.02,86,0.11,1,0,0.25,4,1,0.4826072734732045,0.5252267285294696
xzsa9661,4,0,0,0,1,0,1,0,0,1,0,0.42870395866328354,0.47576361897397285
jeffsteph,3,0,0,0.58,21,0.13,0,0,0,4,0,0.7224611313264968,0.7453229821669617
chammyjay,3,0,0,0.2,11,0,0,0,0.75,4,3,0.4365950432161621,0.4830046871926362
binhay,1,1,2,0,1,0.1,1,0,0,1,0,0.3806126955907872,0.43163380205259694
valentinkond,3,0,2,0.63,24,0.21,0,0,1,1,1,0.7300103304830563,0.7522503272895003
zkeducation,2,0,1,0.8,4,0,0,1,0.24,17,4,0.4696341087047718,0.5133222088819248
profkripto,3,0,2,0.26,14,0,0,0,0,1,0,0.7199866202688143,0.7430523052712263
cihatklic,4,0,1,0.17,7,0,1,0,1,4,4,0.3690662093410482,0.42103844040617816
jadyjunia,3,0,0,0.67,1,0,0,0,0.47,34,16,0.3314699039209635,0.38653907463557247
dotinyfr2018,5,0,0,0,1,0,1,0,0,1,0,0.4488142120835235,0.49421732022818693
enigmatico77,3,0,3,0.64,21,0.11,0,0,0,47,0,0.761709574823929,0.7813383936020838
alishah692,3,0,0,0.33,1,0.06,1,0,0.75,4,3,0.33337152593616537,0.388284053370234
namojerry,2,0,1,0,2,0,1,0,1,4,4,0.18092390370289604,0.24839407690794515
nocomte1986,4,0,0,0,17,0.08,1,0,0,1,0,0.5973070518945071,0.6304782835785461
cryptoreactive,3,0,2,0,1,0.1,1,0,0.71,14,10,0.2791023013507245,0.33848517531185773
legacycubed,4,0,0,0.67,1,0.08,1,0,0,1,0,0.591543048915484,0.6251890817579346
ramees4,2,0,0,0.33,20,0.11,1,0,0,4,0,0.5835558668458023,0.6178598319122525
mhaselka,3,0,4,0.6,4,0,0,0,0,4,0,0.6740150466534964,0.7008675715458239
ningitte,3,0,1,0.21,18,0.08,1,0,0,7,0,0.5981756256040746,0.6312753098227549
daudaopeyemi7,6,0,3,0.5,6,0.08,0.92,0,0.5,2,1,0.6814626042057448,0.7077016476397848
shuqiule,3,0,2,0,1,0,1,0,0,1,0,0.45402935039926673,0.4990028692944792
ryanreef,2,0,3,0.46,50,0,1,0,0,1,0,0.6739540616909098,0.7008116101286773
aggie20020,3,0,2,0,3,0.11,1,0,0,1,0,0.5668219627178596,0.6025043582073354
abhuta05,3,0,3,0.06,15,0.21,0,0,0,6,0,0.7403537497435859,0.7617417227976638
dksync,1,1,3,0.33,2,0,1,0,0,3,0,0.40835161342186627,0.4570877678516921
dmitrysbn,2,0,0,0.5,5,0.13,0,0,0,1,0,0.6669611193143072,0.6943947009625364
dh1957,2,0,2,0,3,0.07,1,0,1,2,2,0.3036644570397899,0.361024060017772
pd2112,2,0,1,0.71,29,0,0,0,0,9,0,0.6126456939996341,0.6445534278911703
celiainside,4,0,2,0.5,3,0.13,1,0,0,1,0,0.7141523921813582,0.7376986630308704
taylanunal,3,0,1,0.67,1,0.08,0,0,0,1,0,0.6633907269592343,0.6911184143586822
duongxuanlong,4,0,2,0,1,0,0,0,0,3,0,0.5135950265838995,0.5536619116420097
jspctr,3,0,2,0.87,16,0,1,1,0,7,0,0.6737359942489333,0.7006115056673653
salvaca,2,0,3,0.62,16,0,0,0,0,13,0,0.64681760136902,0.6759104752989696
jimjimvalkema,6,0,4,0.61,51,0,0,0,0.46,41,19,0.6393940681959724,0.6690984446117634
samkazemian,4,0,2,0.5,2,0,0,0,0,2,0,0.6551392767183437,0.6835466650386982
logonaut,2,0,5,0.8,14,0.31,0,0,0.57,7,4,0.6641946196478765,0.6918560875847052
dominion011,2,0,0,0.33,5,0,1,0,1,2,2,0.30514288037522386,0.3623807004334466
grasponcrypto,3,0,4,0.35,13,0.26,0,0,0,4,0,0.8285805103147748,0.8427009354035666
abdullah21315,3,0,3,0.17,8,0.11,0,0,0.8,5,4,0.5651032955904176,0.6009272637241136
franko4,2,0,2,0.5,4,0.11,1,0,0.88,8,7,0.40556848149291186,0.4545338922691846
aremia,2,0,2,0.14,4,0.11,0,0,0.53,53,28,0.4130992003577785,0.4614442793865272
luumama,2,0,1,0,1,0,1,0,0,1,0,0.3834900770073755,0.4342741634616037
dozerz,2,0,2,0.33,1,0.28,0,0,0,1,0,0.6882799838112644,0.7139574557565644
kaimicahmills,5,0,0,0.75,2,0,0,0,0,2,0,0.6190398749253858,0.650420897688963
krvtch,2,0,4,0.32,24,0.2,0,0,0,4,0,0.7973525134120717,0.8140452982234794
svetaseyount,5,0,2,0,6,0,1,0,0,1,0,0.5684888850285613,0.6040339702760085
blackhawk-1,2,0,2,0.27,14,0.1,0,0,0,11,0,0.6605336738635083,0.688496706755391
supertooom,3,0,3,0.2,17,0.1,1,0,0,2,0,0.7009463757375947,0.7255804725178567
cemib73,2,0,0,0,7,0.03,1,0,0.17,6,1,0.29730723669742404,0.35519050623037113
andrman11,2,0,0,0.17,15,0.1,1,0,0,1,0,0.5933042207138197,0.626805179653107
nedhorning,3,0,1,0.65,26,0.15,0,1,0.67,3,2,0.7187225683170183,0.7418923777158245
smolnba,2,0,3,0.33,5,0.23,0,0,0.15,20,3,0.5547746605632423,0.5914494346201068
dandasilva95,4,0,2,0,1,0,1,0,0,1,0,0.48951151044968094,0.5315622392706701
unirax,2,0,4,0.04,18,0.03,1,0,0,5,0,0.5941912747150802,0.6276191639025118
khohon2,2,0,2,0,1,0.1,1,0,0,1,0,0.47833463003380045,0.52130603772817
pear139,2,0,4,0.33,8,0.1,1,0,0.67,6,4,0.4877207701846366,0.5299190085671842
sameenabic,3,0,1,0,18,0.1,1,0,0,1,0,0.6087740728899665,0.6410007258026224
sincexx5,3,0,2,0,2,0.1,1,0,0,1,0,0.5431653413217474,0.5807964157560218
teremno,2,0,3,0.59,31,0,0,0,0,2,0,0.7135185181762909,0.7371170034526499
shobhit4515,3,0,0,0.5,3,0.2,0,0,0,2,0,0.6713649728247311,0.6984357936007272
hendyhere,2,0,0,0,1,0,1,0,0,1,0,0.35099987618204564,0.40446029452663423
ozcanten,3,0,2,0,5,0.13,1,0,1,1,1,0.4577549772045602,0.5024216031419793
oa679962,1,1,4,0.33,8,0,1,1,0.05,102,5,0.3849186035552385,0.4355850172632493
funmmy123,3,0,1,0.22,21,0.11,0,0,0.68,22,15,0.5270486789363483,0.5660073394246488
bobbyybutler38,5,0,1,0.33,4,0.1,1,0,0,1,0,0.684763184302101,0.7107303473677784
abigailujunwa,5,0,2,0.11,6,0,0,0,1,40,40,0.41098135892976934,0.4595008919910733
sasha105431,3,0,3,0,3,0.13,1,0,0.5,4,2,0.4218717948244095,0.4694942444530365
sagarjethi,2,0,2,0.52,25,0.21,0,0,0.04,110,4,0.5983105317334328,0.6313991032606853
dracokall,3,0,1,0.67,5,0.18,1,0,0,7,0,0.6082917372767812,0.6405581218670086
omnianalytics,3,0,3,0.71,6,0,0,1,0.11,104,11,0.5651883049322051,0.6010052705480149
jmo100,2,0,0,0,3,0.11,1,0,1,1,1,0.3307639567782938,0.38589127883708785
nguyencongkhanh180191,8,0,1,0.17,4,0.11,1,0,0,4,0,0.6279455274922059,0.6585929603928831
kyrakyra999,5,0,0,0,5,0,1,0,0,1,0,0.4997902486892853,0.5409942817606479
bitgreenrick,4,0,2,0.38,68,0.13,1,1,0.11,45,5,0.6552261340893004,0.683626367663119
oktcmali,3,0,0,0.23,7,0.1,1,0,1,3,3,0.3927135905913139,0.44273790385489376
crazyrabbitltc,3,0,4,0,1,0,0,1,0.17,6,1,0.4987682885586666,0.5400565040733128
vogue20033,4,0,3,0.47,13,0.11,0,1,0.76,103,78,0.6823940109070682,0.7085563311016598
cherry139,3,0,4,0.13,25,0.28,0,0,0.42,74,31,0.6228579031891439,0.6539244215624428
provodnik77,5,0,1,0.28,9,0.18,1,0,0.2,5,1,0.5923598778083113,0.6259386255875948
sgn2021,2,0,0,0.15,6,0,0,0,0.45,69,31,0.2967990286758686,0.35472416108748295
zcd221,2,0,2,0,1,0,1,0,1,1,1,0.27877889624609836,0.3381884102209289
anitajude,3,0,3,0.11,5,0,0,0,0.99,99,98,0.3879863319762639,0.43840004612577416
dimpapan,2,0,3,0.6,3,0,1,0,0,3,0,0.5316188550720085,0.570201054109603
afrem987,3,0,3,0.6,8,0,1,0,0,1,0,0.6631153706130097,0.6908657400812628
yogiartnft,3,0,1,0.43,5,0,1,0,1,1,1,0.4448649737487457,0.4905933945178161
debby31,2,0,2,0.11,14,0.1,0,0,0.97,95,92,0.4386685319441082,0.48490737537561984
velvet-shark,5,0,4,0.33,1,0,0,0,0,1,0,0.7320616428609709,0.7541326658662488
openxyj859,5,0,2,0,2,0.1,1,0,0,1,0,0.5987577547924017,0.6318094869864268
ewaida6,2,0,0,0.33,2,0,1,0,0.29,7,2,0.2796049652847721,0.3389464330531871
br1704,2,0,0,0.2,8,0.1,0,0,0,5,0,0.5734951960481744,0.6086278938835867
terelich29,4,0,1,0.38,10,0.16,0,0,0,7,0,0.7402798285768143,0.7616738907768801
dannysyv,2,0,0,0,11,0,1,0,1,1,1,0.3115001007175897,0.36821425422084747
serayd61,3,0,3,0.1,4,0.2,0,0,0,3,0,0.7012346682880043,0.7258450173989134
vilanm,2,0,2,0,1,0.1,1,0,0,1,0,0.47833463003380045,0.52130603772817
xzca7112,3,0,0,0,1,0,1,0,0,1,0,0.3932217986128693,0.4432042489977819
kiwohd,2,0,3,0,10,0,0,0,0.5,2,1,0.46518775052345424,0.5092421128317833
teyun-beginner,6,0,1,0.31,11,0.08,1,0,0,1,0,0.730570283321352,0.752764154846937
nahseni,2,0,3,0.19,14,0,0,0,0,5,0,0.6266075543736382,0.6573652008166976
nathanielsrex,3,0,3,0.18,9,0,0,0,1,23,23,0.4283158725377321,0.4754075008648583
oxsbe,2,0,3,0.67,1,0,1,0,0,3,0,0.4981584389328001,0.5394968899018471
sayswhogroup,4,0,2,0.35,29,0,0,0,0.89,9,8,0.5497461731935976,0.5868351614062934
tomokolinm05g,6,0,1,0,17,0.08,1,0,0,1,0,0.6600273138711221,0.6880320574130224
ibekanem,3,0,1,0.33,2,0,0,0,0.94,36,34,0.3493126255504817,0.40291202865224557
mjraj9612,3,0,3,0,16,0.13,1,0,0,6,0,0.6092471683573053,0.6414348507356382
kamuipbl,3,0,1,0.29,4,0,1,0,0.67,6,4,0.3462652254503185,0.40011565359543627
ackermansss,3,0,2,0.38,9,0.26,1,0,0,2,0,0.7021642269601583,0.7266980050602687
mysterious098,4,0,0,0,1,0,1,0,0,1,0,0.42870395866328354,0.47576361897397285
abdkar34,3,0,3,0.25,10,0.18,0,0,0.44,9,4,0.614534379810651,0.6462865360221947
aspocer,2,0,1,0.33,2,0,0,0,0,10,0,0.49184926734883583,0.5337074269279556
hardy1696ff8,3,0,0,0,10,0,1,0,1,2,2,0.2891370997399823,0.34769337213324925
barneyrin,2,0,0,0,4,0.06,1,0,0,1,0,0.4392820776283133,0.4854703811481248
chitikenasandhya,7,0,3,0,16,0.13,1,0,0,7,0,0.6757780664810014,0.702485365241516
xzasd423,3,0,0,0,1,0,1,0,0,1,0,0.3932217986128693,0.4432042489977819
secard51,3,0,1,0.11,12,0.11,1,0,0,3,0,0.6053589149851141,0.637866886442414
duokongcrypto,3,0,2,0.11,5,0.18,0,0,0.84,56,47,0.46275020004915757,0.5070053519464398
mustafa69-code,5,0,0,0.13,8,0.03,0,0,0,4,0,0.6348922691395761,0.6649674745460342
sanama,1,1,4,0.6,7,0.1,1,0,1,3,3,0.39533224792420124,0.4451408531911574
crazy12cul8r,5,0,0,0.5,2,0,1,0,0,3,0,0.5250343271418196,0.5641589168582921
kankun11,1,1,2,0,1,0,1,0,1,1,1,0.1810569618030851,0.24851617454535588
hardy1696ch5,3,0,0,0,10,0,1,0,1,1,1,0.34669212018842505,0.40050738351546233
biogerm2022,3,0,3,0.33,5,0.1,1,0,0.67,3,2,0.5142880375223843,0.5542978368368572
jsm1121,2,0,4,0.41,22,0.23,1,0,0,2,0,0.7560176449825085,0.7761153280017365
glamdringer,4,0,3,0.38,6,0,0,0,0.09,35,3,0.5360966297492039,0.5743099787685775
noirobscure,4,0,4,0.49,22,0.13,1,0,0,2,0,0.818305468133509,0.833272284514628
justeno,1,3,3,0.16,18,0.23,1,0,1,4,4,0.3987695821790851,0.4482950421576009
azizahmad331,4,0,4,0.3,14,0,1,0,0,11,0,0.6546218285509419,0.683071840893212
zhud,2,0,1,0.79,3,0.11,0,0,0.33,3,1,0.5359949881448929,0.5742167097399998
xzasd2324,3,0,0,0,1,0,1,0,0,1,0,0.3932217986128693,0.4432042489977819
oxide0x,3,0,4,0.71,6,0.18,0,0,0,2,0,0.8122661088082614,0.8277304084165972
bainay,2,0,2,0,1,0.1,1,0,0,1,0,0.47833463003380045,0.52130603772817
joz-to,2,0,3,0.5,3,0.18,0,0,0,3,0,0.7014675199633351,0.7260586882643821
adeyemiolaniyi,5,0,0,0.17,8,0,1,0,0.17,6,1,0.4310232352707455,0.47789184862606243
leonardo24072020,6,0,4,0.5,4,0,0,0,0,2,0,0.7597913205462035,0.779578152662746
mehedi421,3,0,4,0.54,52,0.1,0,0,0,10,0,0.8033161035413783,0.8195176465002069
lliambuckley,4,0,0,0.8,9,0,1,1,0,4,0,0.6319871672854485,0.6623016761292335
uyen2019,2,0,4,0.16,22,0.08,1,0,0.2,5,1,0.5530652335816468,0.589880819139483
happy-dev,2,0,1,0,1,0,0,1,0,4,0,0.4728921841302343,0.5163119051979678
tdee101,2,0,2,0.3,18,0,0,0,0.5,10,5,0.4744278963699163,0.5177211154297497
edehzeal,3,0,1,0.73,6,0.28,0,0,1,3,3,0.5636008478757829,0.5995485779016843
borisolgovny,4,0,0,0.27,8,0.05,1,0,1,1,1,0.4971678952980594,0.538587940823345
morgahnag,3,0,1,0.5,1,0,1,0,0,1,0,0.5300794467739879,0.5687884522767818
vladweat,3,0,1,0.5,2,0,0,0,0,5,0,0.5619357735942504,0.5980206616335307
kriptzabit,3,0,0,0.25,3,0.11,1,0,1,1,1,0.45598641328954737,0.5007987220447284
mati632,2,0,1,0.5,2,0,1,0,0,2,0,0.4742782060072036,0.5175837555876627
jordanaudley1980,6,0,0,0,3,0.18,1,0,0,1,0,0.5914802159237281,0.6251314245402685
entrigd,2,0,0,0.8,11,0.04,0,0,0.5,2,1,0.5319237798849417,0.5704808611953359
xz18059,3,0,0,0,1,0,1,0,0,1,0,0.3932217986128693,0.4432042489977819
shahidul40,2,0,3,0.5,3,0.11,0,0,0.02,44,1,0.5482825340915181,0.5854920873947755
b-show,2,0,1,0.17,42,0.18,1,1,0,17,0,0.6597704378165905,0.6877963411407989
djinnfrost,4,0,2,0.2,4,0,1,0,0,1,0,0.6063993554074257,0.638821622134945
farooq03k,3,0,2,0,18,0.1,1,0,0,1,0,0.637091423851034,0.6669854771643502
yueweile,3,0,2,0,1,0,1,0,0,1,0,0.45402935039926673,0.4990028692944792
vverma777,3,0,4,0.42,22,0.25,1,0,0,47,0,0.733066970729066,0.7550551813489076
griffgreen,3,0,3,0.37,37,0,0,1,0.14,105,15,0.6197254937471933,0.6510500396817321
denisdrozdov388,6,0,0,0,3,0.13,1,0,0,1,0,0.5792074542104573,0.6138696132896495
ctom55,2,0,3,0.15,9,0.08,1,0,0.4,10,4,0.42689658613571557,0.4741051260658106
iss7777,2,0,0,0.33,2,0.15,0,0,0,1,0,0.6331736020121341,0.6633903800628125
cookiemorales,4,0,4,0.67,11,0.08,1,0,0.33,3,1,0.6555384510189108,0.6839129579509303
donatoooor,1,1,1,0.19,23,0.1,1,0,0,1,0,0.5460057621549499,0.5834028611546367
huntergoldman19,7,0,0,0,3,0.15,1,0,0,1,0,0.589273669095593,0.6231066387198742
timbero69,3,0,1,0.5,8,0,1,0,0,1,0,0.6030932312235616,0.6357878350053926
0xmuzzy0707,5,0,4,0.44,16,0,1,0,0,4,0,0.7176359271654744,0.7408952470103037
abescolearn,4,0,4,0.32,20,0.23,1,0,0.5,6,3,0.6596965166498188,0.6877285091200152
xczsdxcbvfds,6,0,0,0,1,0,1,0,0,1,0,0.45893401981456877,0.5035035238734797
carrotdebabe,5,0,1,0.22,5,0.16,1,0,0.97,33,32,0.43814369166002914,0.4844257680280553
stacketh,1,1,3,0.7,8,0,0,0,0.11,19,2,0.39943672070919967,0.4489072261451741
adek2008,3,0,2,0.45,15,0.05,0,1,0.45,92,41,0.6026996010105024,0.6354266294947193
kirik555,2,0,2,0.44,11,0.08,1,0,0,1,0,0.6615722662566506,0.6894497466474023
loinho234f,4,0,2,0,1,0.1,1,0,0,1,0,0.5560387125150383,0.5926093621755085
madmanis33,3,0,0,0.5,2,0,1,0,0,1,0,0.5201980348057814,0.5597210068985166
mackadino2,1,3,1,0.2,3,0,1,0,1,6,6,0.14732858143432936,0.21756611926225894
runer10999,3,0,3,0.17,23,0.21,1,0,0.44,9,4,0.564561823043815,0.6004303941718728
xcvsad909,3,0,0,0,1,0,1,0,0,1,0,0.3932217986128693,0.4432042489977819
redtvr,2,0,0,0,12,0,0,0,0,1,0,0.5246314567829139,0.5637892323450208
woogienunu,4,0,1,0.25,4,0,0,0,0.26,23,6,0.4370348741584537,0.48340828771629935
laurenluz,3,0,4,0.64,9,0.16,0,0,0.27,15,4,0.6509645788249122,0.679715851664937
parrachia,3,0,4,0.69,27,0.1,0,1,0.11,36,4,0.7386018180910967,0.7601341039050894
meliksahsoylu,4,0,0,0,1,0,1,0,0,5,0,0.3631118593575881,0.4155745711320486
bimz88,2,0,0,0,1,0.15,1,0,0.6,5,3,0.24251132379873483,0.3049083250239108
faheemraj,3,0,2,0.33,33,0.1,0,0,0,18,0,0.7239709711578087,0.7467084511914694
ashwathytr,3,0,1,0.67,1,0.08,0,0,0.5,2,1,0.5267696265317852,0.5657512735461903
apexcollector,1,1,3,0,1,0,1,0,0,1,0,0.34274842594115507,0.39688854520665023
cagataygoktepe,5,0,2,0.25,6,0.13,1,0,0,1,0,0.7372675410308677,0.758909735929943
adyasesh,3,0,NA,0.12,7,0,1,0,0,3,0,0.5918405816117401,0.48991677011049833
yeeasin,2,0,3,0.04,22,0.11,1,0,0.17,6,1,0.5222789156504046,0.5616304782835786
ffxvnoctis,5,0,1,0.12,4,0.11,1,0,0,1,0,0.6596429238039093,0.687679330904947
hush777,2,0,0,0,12,0.07,1,0,0,4,0,0.43844307238545455,0.48470048771222946
asardar01,2,0,3,0,1,0.15,0,0,0,1,0,0.6062847775989296,0.6387164825027303
anamariamb16,4,0,0,0.51,34,0.16,1,1,0.23,13,3,0.6250699941047869,0.6559542947843959
filiztopal,3,0,3,0.22,6,0.03,1,0,0.8,5,4,0.4469125900683216,0.4924723414935254
davidwither,2,0,2,0.79,12,0.16,0,0,0.18,11,2,0.5957436192172857,0.6290436363389702
nona1488,3,0,0,0.41,10,0,1,0,0,1,0,0.5799189454406348,0.6145224964896929
beastmodus777,4,0,0,0.23,7,0.2,0,0,0,13,0,0.6618235982236743,0.689680375518067
holaryeankar007,6,0,4,0.56,13,0.16,0,0,0.81,78,63,0.6833549860751003,0.7094381473718484
tiendat715,4,0,4,0.16,22,0.11,0,0,0.16,32,5,0.6611158030518354,0.6890308839190629
angelpandatravel,6,0,1,0.62,5,0,1,0,0,1,0,0.6501884065738094,0.6790036154467077
wang681,2,0,2,0.38,10,0.1,0,0,0.32,53,17,0.49430714614399474,0.5359628416190146
mcand58,2,0,2,0.33,1,0,0,0,0,4,0,0.5211035690987347,0.5605519491531172
fredalways,3,0,1,0,26,0,0,0,0.58,45,26,0.3687058436530362,0.42070775930485743
caocgx,1,1,0,0,46,0,0,0,0.96,51,49,0.1875361520706243,0.25446165116704994
